lodging_id;lodging_code;lodging_name;latitude;longitude;state
485;P5u8X9cVksQwaJnZV_wYfQ;Valley Forge Convention Center;40.096547;-75.4156639;FL
486;3sQLk8HzWFkNnObt_ugeRw;Fairfield by Marriott;38.6828777;-90.0165417;FL
487;dSdnWJxvhLwvsDfRI1lKuQ;Residence Inn Philadelphia Airport;39.8957530955;-75.2363016307;NV
488;kc7rpirA7rFumb9LpaqWUQ;Crash Hotel;53.544408;-113.497639;FL
489;ya2t0d5TKq7GWSxllGka7A;The Capitol Hotel Downtown, an Ascend Hotel Collection Member;36.163233;-86.783666;FL
490;kvvQoiwCk3TzyYGh9B7m_Q;Pacifica Suites;34.436448;-119.815963216;FL
491;yHiSd7SxMI7UiBxqnTUWTA;Holiday Inn Express & Suites Warminster - Horsham;40.1952765;-75.078362;FL
492;7iCCdhc6vrg5ivVZOo4pEw;New Orleans Courtyard Hotel;29.9641677;-90.0658268;CA
493;gGyPa2upZ33_cZxryI1hZg;Residence Inn Reno Sparks;39.533397;-119.723918;NV
494;qPC1cvjvNM197sPpiYictg;Courtyard by Marriott St. Petersburg Clearwater/Madeira Beach;27.8094629;-82.7945771;FL
495;hX4UNWPtJwS6e3beMgM2JQ;New Hope Lodge;40.3615937;-74.9695437;FL
496;s6-pwQHhvnyeMmyhROvvgA;Hotel Goleta;34.441815;-119.821008;FL
497;pN3O6LvDKz6ki2JMWWNMOg;Hampton Inn St. Louis Southwest;38.5377998023;-90.4983090847;FL
498;MGyYlnD7hFNCa3TOHAz7Cw;Extended Stay America - Newark - Christiana - Wilmington;39.6857192;-75.6618566;FL
499;UBrY-TOLjeR-A9yHZ1AWwQ;SpringHill Suites Philadelphia Valley Forge/King of Prussia;40.1047250811;-75.4105290771;CA
500;FCiXWj7oZ4XsAeBrOYTy9A;Hilton Garden Inn Kennett Square;39.8607913;-75.6868952;CA
501;lzo5vrmcxGcsyPMaGrnQVg;Aloft Nashville West End;36.1527508;-86.795497;NV
502;iSnPc_3IHqywTvi9IQqxew;Thunderbird Beach Resort;27.7691846;-82.7697469;FL
503;M4y3CIkX3uG9HPN4ZNqD_g;The Franklin Residences;39.9493831;-75.1551309;FL
504;qtCFii3nI1cNtPSA77OPcQ;Arvilla Motel;27.7739263;-82.7748042;FL
505;H4Rv_BQU7we_PZmzLAP4ng;DoubleTree by Hilton Hotel Tampa Airport - Westshore;27.9515686;-82.5212099;FL
506;j11iE1PozOKiUxhH_fT-VQ;The Country House by Upham Hotel;34.4224957;-119.7089747;FL
507;jKnazjS45_-0UtYicsErfQ;Clarion Inn;30.0382170931;-89.9721244723;FL
508;pE9ftICDIxY3Uo8hDeNHeA;Country Inn & Suites by Radisson;28.0244296;-82.541226;FL
509;hTILJcavEYcfc6ihliXtmQ;Hermitage Golf Course;36.234054;-86.639814;CA
510;TZzf27Qv0bpLiArWro9r2Q;Drury Inn Indianapolis Northwest;39.9212425;-86.2282757;FL
511;ZhXatonwUwwz6FTuyaD6Rg;Sands of Treasure Island Apartment Motel;27.775662;-82.776732;FL
512;kvceM9fDRbJrTzJyxWhZpg;Avalon Inn;27.776707;-82.6395239;FL
513;9U_fXTXj3dLrffI5f0ZkAw;Hotel Warner;39.9611769;-75.6058421;FL
514;dOsnD7qrpUIH8oiSPdmFSg;Comfort Inn Levittown - Bensalem;40.1239465;-74.8400799;FL
515;17BSWJSs7NMiqaK3d9Nd_A;La Quinta by Wyndham Nashville Airport;36.146624;-86.665474;FL
516;l7kmRbj_GkR1hAET2b6XXA;Courtyard by Marriott St. Louis Airport/Earth City;38.753313;-90.449413;FL
517;TXtpb8fwn5ZQo-h0C-shFg;Crystal Bay Hotel;27.771305132;-82.7410069853;CA
518;gWtnh1WgUIlYmc323ykF4w;Crowne Plaza Wilmington North;39.815366903;-75.456337893;FL
519;8N4moq96N16VxvlwSq4i5Q;Holiday Inn Express & Suites Indianapolis NW - Zionsville;39.95214;-86.346041;FL
520;ZJ7A2n82xW_xTk-p2yZOdQ;Residence Inn by Marriott Deptford;39.8345456129;-75.0895230581;FL
521;vUmbX-WJVknl20_L5sSYMA;Homewood Suites Philadelphia Great Valley - BRE Select;40.0522111;-75.529799;NV
522;_sEuh3eI5CKmOt0cPh391A;Motel 6 Mount Laurel;39.937419;-74.968865;FL
523;Zc2s6fGHge78YH508Ddr9w;Super 8 Reno/University Area;39.546012;-119.821123;FL
524;eIJgalabcFBnLeHhcaGO_Q;SureStay Hotel by Best Western Bellmawr;39.86208;-75.0770469;FL
525;er1F_GjkUc26eDceQl1-dA;Sleep Inn Near Busch Gardens - Usf;28.068141;-82.358774;FL
526;CGrCn1ltNy9CuRacvcmFfw;Boarders Inn & Suites by Cobblestone Hotels - Ashland City;36.284528;-87.0765133;CA
527;M9GucUm6oCbdxueWANbj3g;Tahoe House Hotel;39.308663;-119.650576;FL
528;Dd81vzX0G-f9DR8ab3zOcQ;Tucson Inn;32.2392882;-110.9744581;FL
529;MaCw--lg3htQ2jEMkpLwDQ;Hotel New Orleans Convention Center;29.9424478;-90.0647409;FL
530;CYmrkwLrMvCwnSG2jylbBw;Red Roof Inn Tucson South - Airport;32.161917;-110.9136058;FL
531;IBl96w0GWBIkvoO9ISTVrg;The Armory Park Inn;32.2163345;-110.9643085;FL
532;fnFJuXhNaVAulUTnFdJQ2Q;Hampton Inn Philadelphia/Plymouth Meeting;40.101172653;-75.2921406832;FL
533;rXI4pNRmoh5gkGzoZB3o1Q;Hampton Inn & Suites Harvey/New Orleans West Bank;29.8897534439;-90.0587804024;NV
534;vOsJxSwkWtIqaxHJVgOV7A;Grand Plaza Hotel & Beach Resort;27.7258443;-82.7430367;CA
535;IzorCDrZ3EBYNskJysk_ZQ;Lafitte Hotel & Bar;29.9612328;-90.0635279;FL
536;ybKVNCcMyE6adP5x4DfXNQ;Winter The Dolphin's Beach Club;27.9664356;-82.8257302;CA
537;P2UDTyHD4KX6OpzYlH3TZw;21 C Museum Hotel Nashville;36.165363485;-86.7775276368;CA
538;PSbB3yZWm1hIrCrZ-mHgMg;La Veranda Bed & Breakfast;27.7779027;-82.6346414;FL
539;oSccKbI3LGXuMVSfTKH-4g;Microtel Inn & Suites by Wyndham Indianapolis Airport;39.7644376;-86.2627126;FL
540;Axt9OUtz2kA3ZywL0XPMbA;La Quinta by Wyndham Collinsville - St. Louis;38.6828776;-90.0171248;FL
541;SqE1V_zkgKsVraWsIt5-CA;Holiday Inn Express White House;36.4666882;-86.6788133;FL
542;Hh7UdyCGGNHSXUie4ImLqQ;Super 8 by Wyndham Pennsville/Wilmington;39.6785479299;-75.4971134663;CA
543;t_VU6i3B0J3M0CAnDfEedQ;Castle Hotel;27.6855912;-82.7376011;FL
544;ION19SfKcFom9gQ8fPPWqw;SureStay Plus Hotel by Best Western Nashville Southeast;35.9978922;-86.598493;FL
545;fEq5mqlSI5Uu6GWxt8fTNg;French Creek Inn;40.1430875092;-75.5492793949;FL
546;2A7XeAT8-r5lXxT7hmqIQg;Courtyard Philadelphia Valley Forge/Collegeville;40.1594645;-75.4732372;FL
547;CJS1hBpNxqSyhabfW3PtFQ;First Western Inn;38.618438;-90.0437328;FL
548;YHPxfUiU_BF8ieMBsRKLYg;Econo Lodge Inn & Suites;40.1491640866;-74.7004124991;FL
549;TNPo-te7po7XRAbpkrx-Ww;Homewood Suites by Hilton Doylestown, PA;40.2650898406;-75.1342856884;FL
550;KD8g2xDmedDQPNlGVfaEjg;Courtyard by Marriott New Orleans Downtown/Convention Center;29.9443136897;-90.0661969185;FL
551;FHMNROBuwy3ndBuVejao8A;Oakview Bed and Breakfast;29.9828236;-90.0924349;FL
552;101Wj9K1xRUTk0fNfM7QSA;Rice Creek Rv Adult Resort;27.8450814;-82.3253922;FL
553;WKDKpjjZ94CrvEiZH4-6xw;Best Western InnSuites Tucson Foothills Hotel & Suites;32.319389;-110.975701;CA
554;HfSMI-jO3iYvgDTVrwYo-w;Howard Johnson Hotel by Wyndham Edmonton;53.5420079;-113.589442;FL
555;a2-sR9MZStSXDgbwOaQ8_A;Days Inn by Wyndham St. Louis North;38.7735882;-90.3335537;FL
556;qbyRD64_3H5xFS1r7JRVkw;Homewood Suites by Hilton Nashville Franklin Cool Springs;35.9336448879;-86.8131762743;FL
557;h7uoIVCRUjScjpoQmnwQSQ;TownePlace Suites Philadelphia Horsham;40.1924547379;-75.1540750356;CA
558;TJ-qiQPvVgiFskm2Ph7d_g;Baymont Inn & Suites Indianapolis South;39.6667249;-86.0931011;FL
559;zgXM5Pdk08NqoH3uTAltkg;Campus Tower Suite Hotel;53.5228122;-113.5198905;CA
560;EJvsEmwbGRgPdiUX-YzNgw;Le Meridien Indianapolis;39.765105;-86.159821;FL
561;SIyJZCEjcu8fCnQ7Hh5A2w;Barefoot Beach House;27.972399;-82.82998;CA
562;WRSbf7EMHP_sOHisXzq23w;Hilton St. Petersburg Bayfront;27.7676895;-82.634751;CA
563;EnJfv_z8BUpHf27YayS2uA;Best Western Bordentown Inn;40.1289545971;-74.7062717;FL
564;ObrMseXAFh2iGSXCVuM6Jw;Blue Bell Villas;40.1514628;-75.299414;FL
565;rke4X2kfT6Mp0TkTW1frdw;Home2 Suites by Hilton Indianapolis Northwest;39.91754;-86.2244444491;CA
566;IGnu6TsIz0_cbPpdgrwMOw;Courtyard by Marriott Indianapolis Airport;39.7277148384;-86.2562750531;FL
567;fpkUFbzLskJHWmyRYas6OA;Doubletree Club Hotel Boise;43.5985818;-116.1867623;FL
568;C_uHOxo1zIJaQuzAY6JvxQ;Hampton Inn Nashville/Vanderbilt;36.1510865591;-86.798602067;FL
569;bvm2HZYlGA_OHm3RNfCJbQ;Holiday Inn Express & Suites Nashville MetroCenter Downtown;36.188145;-86.795387;FL
570;PcYxtg2aC5BmhvukcGOlfw;Beachview Inn;27.97252;-82.8290972;NV
571;55XUMevyaALAqUsarfpfWw;The Joseph, a Luxury Collection Hotel, Nashville;36.1566056104;-86.7747311091;FL
572;Ip6sHgiBB5lDSMJBA1NJHg;Motel 6;30.0023150968;-90.0387014637;NV
573;YMPgp2EUXV0DRFG0M08AvQ;Town & Country Inn;34.4390034;-119.7250826;FL
574;EW15b-Ko2DnHggWSNJXqfQ;Candlewood Suites Bordentown-Trenton;40.1265155127;-74.7193393528;CA
575;HJGqYVdDdHlxLZc5CV-euw;Sleep Inn Cinnaminson - Philadelphia East;39.990073;-75.004753;FL
576;joEux2ZPQbiLf-ra8w1a4Q;Cabana Inn;43.6199182;-116.2119596;FL
577;tPu6ZX94n260wQprRVohvA;Homewood Suites by Hilton Philadelphia-City Avenue;40.0040060418;-75.217685797;NV
578;0mLbh-DKWqzhdq-jhWIjVg;Fairfield Inn & Suites by Marriott St Petersburg North;27.8223310216;-82.6684917553;CA
579;d-8uNLbRCntAg1evqnU4sw;Upham Hotel;34.42349;-119.709344;FL
580;ly-9ojez5YXWEEU2p7iASQ;Coconut Cove All-Suite Hotel;27.9666961;-82.8243202;NV
581;QxA-CVnCnOJizn2P_XWYSQ;Haddonfield Inn;39.8952457;-75.0416293;FL
582;yUxWRQMw74HrhhFJ3QsFnA;Drury Plaza Hotel Nashville Downtown;36.1577949;-86.7738041;CA
583;IWpc7_kUgtJlQHEmdl5YIQ;The Radnor Hotel;40.0406938574;-75.366306619;FL
584;ve6DA3l08JvhROGdjhYviA;Comfort Inn At Penns Landing;39.9517693;-75.1405722;FL
585;UcUgyFueY2LyHe3Zhcuhkg;Best Western Suites Near Opryland;36.2234991946;-86.6969958571;NV
586;CjjBPNI5gVuVE972ibVAQA;Quality Inn;35.91593;-86.827008;NV
587;38kMOKCtqbzaRcAw3HKk7g;TownePlace Suites St. Petersburg Clearwater;27.8918387;-82.7011577;FL
588;E0bgP5QlT7sUEcKcX8SXCw;The Deck At Harbor Pointe;39.8603926;-75.3023197;FL
589;oWpZQdVbAtVYsusm8YFjQQ;Travelodge Clearwater;27.965547;-82.731319;NV
590;3mvxD13_It5uFt-uEjH_Gw;Canterbury Hotel;39.7651119;-86.1596641;FL
591;ygKOJ6oAWrMZJ62DGaBwSQ;Knights Inn Indianapolis East;39.79552;-86.043526;FL
592;QtF-RjrIfo5D068ctPqdzg;Hampton Inn Springfield;36.4883809322;-86.8786436319;NV
593;T37GUUpKX8DiX3dGN0MDxA;Homewood Suites by Hilton Wilmington Downtown;39.7304758;-75.5615309;FL
594;qaW-xH2tjfG0bUisSSdfAA;Ala Mar Motel;34.4111834;-119.6908593;FL
595;d9T1Jgf4N2vY3dcMlnCgeA;Philadelphia Airport Marriott;39.877788;-75.244411;FL
596;6Mj5RiRMnHG1ixSJ683z8A;Virgin Hotels Nashville;36.1517388;-86.7931372;FL
597;AuOUAnC-231fkWCs_OQX5Q;Days Inn By Wyndham Tampa;27.9978188;-82.506938;FL
598;8NSzJSdgt1IMkTdA2Cf65g;Q&C Hotel;29.949982;-90.0688921;CA
599;Kp-oPqTLqsdBRckvbEwnMw;Jimmy B's Beach Bar;27.7328388128;-82.7478586882;FL
600;02cfPvIL0fY82RtEte3i7Q;Chateau Lacombe Hotel;53.5389797;-113.4939368;FL
601;y6iJ3Jwvxyl07Y8bBRdtcg;Lions Inn;29.9639704;-90.0524539;FL
602;OxhFfRWlpMib0VIiFsUicQ;Quality Suites Nashville Airport;36.1511816;-86.6753871;FL
603;-taSmAqWt1ZtWJSjLYZW9A;Quality Inn & Suites Conference Center;39.9399898616;-75.5894351006;CA
604;f09zk3t_SW1fyDbsEyNRHQ;Homewood Suites by Hilton Indianapolis-Airport/Plainfield;39.6760943592;-86.3656837196;FL
605;qSUUFje6oqUD5z-PDUSJNw;Quality Inn & Suites Airport North;32.1581054225;-110.9182934577;CA
606;L-mMtwcJwHlg4Vt4O1MaXQ;Santa Barbara Tourist Hostel;34.4130945;-119.6924071;FL
607;Y0EG7hB8aSeAk1PRvD_HpQ;Conrad Indianapolis;39.767597;-86.159355;CA
608;1pBiQhcwaI_kF3urOdnG5A;Hotel Indigo Nashville;36.1529887;-86.7957085;NV
609;J2QLTuhFwXxnGHbEUP5e1A;Super 8 by Wyndham Indianapolis;39.7009908;-86.0838894;CA
610;ChIJ-Yu5I-7PQIYRuY2a8Z0NbLQ;Hilton Garden Inn Houston NW America Plaza;29.8681592;-95.5467905;TX
611;ChIJ_1vcRPPPQIYRrabqIHGt8vc;Courtyard by Marriott Houston NW/290 Corridor;29.8653329;-95.5407813;TX
612;ChIJI7Fso-zFQIYRH8YtMltlpO0;Hampton Inn Houston-Brookhollow;29.8431985;-95.4974931;TX
613;ChIJNd1pQGfFQIYRh-3sfjHuDIQ;HomeTowne Studios Houston - Northwest;29.853169;-95.5158417;TX
614;ChIJPZSPeIXFQIYRRtYhfFWY4Sc;Comfort Inn Hwy. 290/NW;29.850108;-95.51062;TX
615;ChIJgyNBz-3PQIYRlH19VrXPUW8;The Residency Suites;29.8717118;-95.5458432;TX
616;ChIJScirIM3PQIYRnt8vNtd73gU;Holiday Inn Express & Suites Houston NW Beltway 8-West Road, an IHG Hotel;29.9038101;-95.547356;TX
617;ChIJrc8TsZHFQIYRoMRQhw2TPTA;Extended Stay America - Houston - Northwest - Hwy. 290 - Hollister;29.8470878;-95.5056762;TX
618;ChIJm6qXCefFQIYRGH9kDCdv1YQ;DoubleTree by Hilton Houston Brookhollow;29.8423005;-95.4958569;TX
619;ChIJw9WqyIHFQIYRL0zJygugeZo;Palace Inn 290 & Fairbanks;29.8554018;-95.5187017;TX
620;ChIJ67ww-9DRQIYROCRIGItsLtI;Palacio Royale Inn Houston NW Beltway 8;29.8682784;-95.5625073;TX
621;ChIJhQaTEjPRQIYRPIk-5tFQj7Y;Red Roof Inn Houston - Jersey Village;29.8851735;-95.5736818;TX
622;ChIJ40IANgTPQIYRXLkcKs9JJJU;TownePlace Suites by Marriott Houston Northwest/Beltway 8;29.9022142;-95.5439222;TX
623;ChIJgx3ESZPFQIYRjKSAbNee2mE;Red Roof Inn Houston - Brookhollow;29.8440128;-95.4990523;TX
624;ChIJ_W95pIPFQIYRMd4Uy6042e8;MainStay Suites;29.8501736;-95.5105995;TX
625;ChIJoyHXCOzFQIYRkz1LQkTSw68;TownePlace Suites by Marriott Houston Brookhollow;29.8444315;-95.4944032;TX
626;ChIJmZGxSezFQIYR52827k6lp4A;Sleep Inn & Suites Hwy 290/NW Freeway;29.845063;-95.4954676;TX
627;ChIJ___v893FQIYRSheCn1t4f7Y;Fairfield Inn & Suites by Marriott Houston Brookhollow;29.8369451;-95.4840484;TX
628;ChIJNQTJMHfGQIYR9fuKU_r5x8c;Holiday Inn Express & Suites Houston Northwest-Brookhollow, an IHG Hotel;29.8374448;-95.484731;TX
629;ChIJ11ZrqjnQQIYRqW_PfxokvNc;Moonlight Inn & Suites;29.888133;-95.579745;TX
630;ChIJRRQnkErFQIYRmlS4SG8u8CA;Holiday Inn & Suites Houston West - Westway Park, an IHG Hotel;29.8339101;-95.5590996;TX
631;ChIJ-QZerDLOQIYR8u5H6kwjNi4;La Quinta Inn & Suites by Wyndham Houston NW Beltway8/WestRD;29.9040911;-95.5507768;TX
632;ChIJzXpsdU_PQIYRa6QSqjuin6A;Super 8 by Wyndham Houston NW Beltway 8/West Rd;29.9037829;-95.5464306;TX
633;ChIJgQMhY0jQQIYROE7jmqnRkK4;Quality Suites Houston NW Cy-Fair;29.8917054;-95.5852343;TX
634;ChIJgz6CPMraQIYRn3JNVQrSHkE;Comfort Suites Houston West at Clay Road;29.832511;-95.566515;TX
635;ChIJj8sioQ7JQIYRtsIRuFcDE9U;Holiday Inn Houston NW - Beltway 8, an IHG Hotel;29.9370841;-95.4820809;TX
636;ChIJQ60fKzjFQIYR5dkTGok7_SQ;Residence Inn by Marriott Houston West/Beltway 8 at Clay Road;29.831234;-95.55136;TX
637;ChIJOcKD3mLGQIYRMDZZbKAu--g;La Quinta Inn & Suites by Wyndham Houston NW Brookhollow;29.818332;-95.4653792;TX
638;ChIJT_r_WNDOQIYR8AhVOzAi05g;Hotel Bella;29.9154165;-95.4847341;TX
639;ChIJxUg109nHQIYRCwT3KGro6H8;Days Inn by Wyndham Houston;29.8177996;-95.465174;TX
640;ChIJX5kKRz7PQIYRwS3i0kNu_Ok;Motel 6 Houston, TX - 249 - Willowbrook;29.9241862;-95.5010921;TX
641;ChIJJR3z6Nq7QIYRQhCkl0revhY;Americas Best Value Inn & Suites Northeast Houston I-610;29.808426;-95.3003028;TX
642;ChIJXVjM4XLFQIYRHIw8jKTovIw;PLATINUM INN AND SUITES;29.8375016;-95.4865803;TX
643;ChIJkca00BDRQIYRmMOSKZScAno;Quality Inn & Suites Cypress;29.9146498;-95.6185735;TX
644;ChIJocAylL7FQIYR1PjVozufAWI;Budget Host-Hempstead Inn;29.8330489;-95.5027711;TX
645;ChIJjz9XmADPQIYRRBJtcXl7a-k;Homewood Suites by Hilton Houston NW at Beltway 8;29.924903;-95.5565207;TX
646;ChIJe2hyqnnGQIYRG6RKcbspMBg;Best Western Plus Northwest Inn & Suites;29.8231682;-95.4749134;TX
647;ChIJFWfcnTXFQIYRq8t1qB5HaQo;La Quinta Inn & Suites by Wyndham Houston West at Clay Road;29.8331847;-95.5590617;TX
648;ChIJAQBwQxHRQIYRFbMubXN0OTE;Travelodge by Wyndham Houston Cy-Fair;29.9169052;-95.6181072;TX
649;ChIJy6paHAzRQIYRnsKEnlg6jEo;Country Inn & Suites by Radisson, Houston Northwest, TX;29.9188009;-95.6098837;TX
650;ChIJryR2-_3JQIYRFKriPiMMKco;BAYMONT INN & SUITES HOUSTON;29.9105091;-95.4132115;TX
651;ChIJrQFFwBHRQIYRwr_4x_ojkCE;Comfort Suites Northwest - Cy - Fair;29.9148759;-95.6182231;TX
652;ChIJtYg11dXJQIYRKKAueyU4p38;Comfort Inn & Suites Houston I-45 North - IAH;29.922034;-95.4156837;TX
653;ChIJrTThXubRQIYR5s2uOyB3pB4;Quality Inn & Suites Houston Northwest;29.9148604;-95.6188918;TX
654;ChIJeVkkGbjJQIYR5GRgD8-UwPs;Comfort Inn & Suites I-45 North - IAH (Former Best Western Plus Houston I-45 North Inn & Suites);29.921625;-95.415485;TX
655;ChIJQ_rTtSLRQIYRQc2F3gCh4Qs;Palace Inn 290 & Hwy 6;29.9106729;-95.6257065;TX
656;ChIJ26fzYRDRQIYRs0TO8n4i7Dw;Hyatt Place Houston-Northwest / Cy-Fair;29.913377;-95.6167603;TX
657;ChIJ_y2pNJ7bQIYR0e2UgWZdku4;Comfort Inn & Suites Houston I-10 West Energy Corridor;29.7831682;-95.604943;TX
658;ChIJtfie9OTJQIYRZk7YskBDIvM;Hyatt Place Houston-North;29.9420125;-95.4005343;TX
659;ChIJ87UOPxTOQIYRI0KELkWUr2Q;Fairfield Inn & Suites by Marriott Houston Northwest/Willowbrook;29.9317043;-95.5458024;TX
660;ChIJo7P-BeTKQIYRkbr2zIRbIQM;Quality Suites North;30.01762;-95.430383;TX
661;ChIJGfvUZ0HRQIYRWW72rrOYfss;Holiday Inn Express & Suites Houston NW - Hwy 290 Cypress, an IHG Hotel;29.9283594;-95.6280255;TX
662;ChIJw3AiDIrGQIYRJ22J5GuwiDQ;Rodeway Inn & Suites Hwy 290 NW;29.8148226;-95.4610124;TX
663;ChIJXxw4aPzNQIYRtyQjdZ-B1_E;Motel 6 Houston Willowbrook Mall;29.9539269;-95.5544365;TX
664;ChIJRdA36ePJQIYRwYtkr_bFSMk;Hampton Inn & Suites Houston North IAH;29.9405763;-95.3856154;TX
665;ChIJ-a-SDwK3QIYRsRC0eGBJsQg;Radisson Hotel Houston Intercontinental Airport North;29.9403934;-95.3886718;TX
666;ChIJeUUmeuXJQIYRfKoONkGOBGg;Houston Marriott North;29.941954;-95.403882;TX
667;ChIJ19smTG3bQIYRVfqUJ_vvTc8;Embassy Suites by Hilton Houston Energy Corridor;29.7862143;-95.5923325;TX
668;ChIJRZ7voUDbQIYRYOkh6e1mcDE;Home2 Suites by Hilton Houston Energy Corridor;29.7869318;-95.5787344;TX
669;ChIJi38lrjXDQIYROT5kOEFEoF0;Fairfield Inn & Suites by Marriott Houston Westchase;29.7392559;-95.5591125;TX
670;ChIJfQYxhL-2QIYRfYnyMmlFIUw;Fairfield Inn & Suites by Marriott Houston Intercontinental Airport;29.9369249;-95.3288291;TX
671;ChIJbxNxWu7PQIYR3oGalcJWj2c;Hotel Preet;29.8712465;-95.5484183;TX
672;ChIJraGBumjBQIYRW98GbbobNUY;JW Marriott Houston by The Galleria;29.7412634;-95.4664975;TX
673;ChIJ_1Jc0XjPQIYRRVPN_KSIqtA;Scottish Inns & Suites West Little York Rd, Houston, TX;29.865175;-95.5174479;TX
674;ChIJb3UGrdjFQIYRIHcRhfCvnD8;InTown Suites Extended Stay Select Houston TX - Brookhollow;29.8436183;-95.4985198;TX
675;ChIJ9_wmyn_FQIYR7A5K-mY_5kg;InTown Suites Extended Stay HoustonTX - Hwy 290/Cypress Fairbanks;29.8568658;-95.5215517;TX
676;ChIJjbd2RO3PQIYRlmpgWZ34CjY;Camelot Inn;29.8705049;-95.5418833;TX
677;ChIJNRXprXvFQIYRfud3g0tVFz0;Mott's Motel;29.8501191;-95.527162;TX
678;ChIJt8YlcZ3FQIYRqU3U7-cmk7g;National Motels;29.8449847;-95.5189189;TX
679;ChIJMzwCMOjFQIYRKjsjtpS8EXc;Regency Inn & Suites;29.8377246;-95.4902114;TX
680;ChIJy_3x8nXJQIYRBqR6iagNGUM;Houston Hotel;29.9524576;-95.4188388;TX
681;ChIJvc0FRMvPQIYRCOttSL7dpyU;Palace Inn Sam Houston Race Park;29.903979;-95.5459204;TX
682;ChIJzXBeBxXOQIYRMlmpsN3k7QA;Best Western Plus Sam Houston Inn & Suites;29.9287083;-95.543117;TX
683;ChIJE9Ta3w3IQIYRjKT_ycazSu8;Taj Inn & Suites;29.8738552;-95.409098;TX
684;ChIJ0TkwziK_QIYRpM38Iwh2tBM;Days Inn & Suites by Wyndham Downtown/University of Houston;29.7110435;-95.3108106;TX
685;ChIJ5c42gOu_QIYRtomDPnC7RsA;MainStay Suites Texas Medical Center/Reliant Park;29.6998916;-95.3782832;TX
686;ChIJz9zdEVuVQIYRAVQXIFHumnc;The ShutEye Hostel;29.6327691;-95.349288;TX
687;ChIJrwLEJna-QIYRZPDx3ksxU2g;Red Carpet Inn & Suites;29.713816;-95.3101472;TX
688;ChIJ57tzqrGXQIYRDL7gDNPLs68;Travelodge by Wyndham Houston Hobby Airport;29.6523742;-95.2605047;TX
689;ChIJh-kK7QmXQIYRlvkiUM8eUCc;GreenTree Hotel Houston Hobby Airport;29.6547129;-95.2545197;TX
690;ChIJjflWSwu_QIYRskpyHvrgcng;Wanderstay Houston Hostel;29.7311461;-95.3729891;TX
691;ChIJ-ygGH7uXQIYR2R2FwR61zcg;Comfort Suites Hobby Airport;29.651303;-95.2553504;TX
692;ChIJTwyooBG_QIYRpIiZlAlu-0g;Downtowner Inns - Houston Downtown & Convention Center;29.741422;-95.3663385;TX
693;ChIJEVVmnP-_QIYRI0YSRzRlPb0;Scottish Inns & Suites Almeda Rd, Houston, TX;29.6819891;-95.3933287;TX
694;ChIJgdPt4z2WQIYR7UkoANG67Yo;Executive Inn & Suites Houston;29.6667576;-95.2880596;TX
695;ChIJ5eb_4dm9QIYRuhX6il0aa9E;SureStay Hotel by Best Western Houston Southeast;29.6597281;-95.2331481;TX
696;ChIJw-S9TrmXQIYRmWgrN0JmZv8;Holiday Inn Express & Suites Houston - Hobby Airport Area, an IHG Hotel;29.6571691;-95.2532136;TX
697;ChIJx6GsqEeWQIYRIOUdSYhZ41Q;Quality Suites Houston Hobby Airport;29.6582986;-95.2811206;TX
698;ChIJPaULxN3BQIYRoi2jFCIU2OM;Rodeway Inn & Suites;29.7072891;-95.41527;TX
699;ChIJl9Br13m-QIYRX-LPeJwasJE;Palace Inn I-45 & Wayside;29.7175284;-95.3135544;TX
700;ChIJI6Bv9rqXQIYRxmHDxQ7haNs;Executive Inn & Suites Hobby;29.6526835;-95.2566597;TX
701;ChIJMfhKDciVQIYROzebofYaFns;Eric & Jay's RV Resort;29.6170439;-95.3792541;TX
702;ChIJwaY7vZm_QIYRJYcsKEjkerQ;Americas Best Value Inn Medical Center Downtown;29.7169144;-95.3772669;TX
703;ChIJz1vS0RXAQIYRDyqr_VYLKy8;Courtyard by Marriott Houston Medical Center/NRG Park;29.6966259;-95.4136084;TX
704;ChIJI-G7-bOXQIYR2I95sh7KXcY;Holiday Inn Houston-Hobby Airport, an IHG Hotel;29.6556383;-95.2632733;TX
705;ChIJQ85K1KG8QIYRMSAIj6xeT8M;Quality Inn;29.774912;-95.248307;TX
706;ChIJZ7iZcOe9QIYR1u9WVd21Pn8;Palace Inn Blue I-45 & Woodridge;29.7054283;-95.302831;TX
707;ChIJg2jlobGXQIYRaclvCUIkn1A;La Quinta Inn & Suites by Wyndham Houston Hobby Airport;29.652455;-95.2615469;TX
708;ChIJp2DcsbuXQIYR9e99zND4cLQ;SpringHill Suites by Marriott Houston Hobby Airport;29.6538853;-95.2549049;TX
709;ChIJd5xoCamUQIYRpMqdoamRlyk;Extended Stay America - Houston - Med. Ctr. - Greenway Plaza;29.7316453;-95.4145391;TX
710;ChIJl4WvXYLqQIYRzF8m2dhnn98;Candlewood Suites Houston Medical Center, an IHG Hotel;29.6758075;-95.4263648;TX
711;ChIJD5h-MK-UQIYRHyail-msbzY;Home2 Suites by Hilton Houston Pearland;29.5944659;-95.3849613;TX
712;ChIJTRFNKwqXQIYRISKI3QGQdwg;Baymont by Wyndham Houston Hobby Airport;29.6306098;-95.2338641;TX
713;ChIJEQDU5rqXQIYRCht7Hf6xIpE;Days Inn & Suites by Wyndham Houston Hobby Airport;29.6518754;-95.2559332;TX
